Name,Season,Date,Competition,Round,Venue,Result,Squad,Opponent
Felipe Anderson,2017-2018,2018-02-28,Coppa Italia,Semi-finals,Home,L 0 ,Lazio,Milan
Felipe Anderson,2017-2018,2018-03-03,Serie A,Matchweek 27,Home,L 0–1,Lazio,Juventus
Felipe Anderson,2017-2018,2018-03-08,Europa Lg,Round of 16,Home,D 2–2,Lazio,Dynamo Kyiv
Felipe Anderson,2017-2018,2018-03-11,Serie A,Matchweek 28,Away,D 2–2,Lazio,Cagliari
Felipe Anderson,2017-2018,2018-03-15,Europa Lg,Round of 16,Away,W 2–0,Lazio,Dynamo Kyiv
Felipe Anderson,2017-2018,2018-03-18,Serie A,Matchweek 29,Home,D 1–1,Lazio,Bologna
Felipe Anderson,2017-2018,2018-03-31,Serie A,Matchweek 30,Home,W 6–2,Lazio,Benevento
Felipe Anderson,2017-2018,2018-04-05,Europa Lg,Quarter-finals,Home,W 4–2,Lazio,RB Salzburg
Felipe Anderson,2017-2018,2018-04-08,Serie A,Matchweek 31,Away,W 2–1,Lazio,Udinese
Jordan Ayew,2017-2018,2017-08-19,Premier League,Matchweek 2,Home,L 0–4,Swansea City,Manchester Utd
Jordan Ayew,2017-2018,2017-08-22,EFL Cup,Second round,Away,W 4–1,Swansea City,MK Dons
Jordan Ayew,2017-2018,2017-08-26,Premier League,Matchweek 3,Away,W 2–0,Swansea City,Crystal Palace
Jordan Ayew,2017-2018,2017-09-01,WCQ — CAF (M),Third round,Home,D 1–1,Ghana,Congo
Jordan Ayew,2017-2018,2017-09-10,Premier League,Matchweek 4,Home,L 0–1,Swansea City,Newcastle Utd
Jordan Ayew,2017-2018,2017-09-16,Premier League,Matchweek 5,Away,D 0–0,Swansea City,Tottenham
Jordan Ayew,2017-2018,2017-09-19,EFL Cup,Third round,Away,W 2–0,Swansea City,Reading
Jordan Ayew,2017-2018,2017-09-23,Premier League,Matchweek 6,Home,L 1–2,Swansea City,Watford
Jordan Ayew,2017-2018,2017-09-30,Premier League,Matchweek 7,Away,L 0–1,Swansea City,West Ham
Jordan Ayew,2017-2018,2017-10-14,Premier League,Matchweek 8,Home,W 2–0,Swansea City,Huddersfield
Jordan Ayew,2017-2018,2017-10-21,Premier League,Matchweek 9,Home,L 1–2,Swansea City,Leicester City
Jordan Ayew,2017-2018,2017-10-24,EFL Cup,Fourth round,Home,L 0–2,Swansea City,Manchester Utd
César Azpilicueta,2018-2019,2018-08-11,Premier League,Matchweek 1,Away,W 3–0,Chelsea,Huddersfield
César Azpilicueta,2018-2019,2018-08-18,Premier League,Matchweek 2,Home,W 3–2,Chelsea,Arsenal
César Azpilicueta,2018-2019,2018-08-26,Premier League,Matchweek 3,Away,W 2–1,Chelsea,Newcastle Utd
César Azpilicueta,2018-2019,2018-09-01,Premier League,Matchweek 4,Home,W 2–0,Chelsea,Bournemouth
César Azpilicueta,2018-2019,2018-09-11,UEFA Nations League,Group stage,Home,W 6–0,Spain,Croatia
César Azpilicueta,2018-2019,2018-09-15,Premier League,Matchweek 5,Home,W 4–1,Chelsea,Cardiff City
César Azpilicueta,2018-2019,2018-09-20,Europa Lg,Group stage,Away,W 1–0,Chelsea,PAOK
César Azpilicueta,2018-2019,2018-09-23,Premier League,Matchweek 6,Away,D 0–0,Chelsea,West Ham
César Azpilicueta,2018-2019,2018-09-26,EFL Cup,Third round,Away,W 2–1,Chelsea,Liverpool
César Azpilicueta,2018-2019,2018-09-29,Premier League,Matchweek 7,Home,D 1–1,Chelsea,Liverpool
César Azpilicueta,2018-2019,2018-10-07,Premier League,Matchweek 8,Away,W 3–0,Chelsea,Southampton
César Azpilicueta,2018-2019,2018-10-11,Friendlies (M),Friendlies (M),Away,W 4–1,Spain,Wales
César Azpilicueta,2018-2019,2018-10-20,Premier League,Matchweek 9,Home,D 2–2,Chelsea,Manchester Utd
Florin Andone,2018-2019,2018-11-03,Premier League,Matchweek 11,Away,L 1–3,Brighton,Everton
Florin Andone,2018-2019,2018-11-10,Premier League,Matchweek 12,Away,L 1–2,Brighton,Cardiff City
Florin Andone,2018-2019,2018-11-24,Premier League,Matchweek 13,Home,D 1–1,Brighton,Leicester City
Florin Andone,2018-2019,2018-12-01,Premier League,Matchweek 14,Away,W 2–1,Brighton,Huddersfield
Florin Andone,2018-2019,2018-12-04,Premier League,Matchweek 15,Home,W 3–1,Brighton,Crystal Palace
Florin Andone,2018-2019,2018-12-08,Premier League,Matchweek 16,Away,L 0–1,Brighton,Burnley
Florin Andone,2018-2019,2018-12-16,Premier League,Matchweek 17,Home,L 1–2,Brighton,Chelsea
Florin Andone,2018-2019,2018-12-22,Premier League,Matchweek 18,Away,L 0–2,Brighton,Bournemouth
Florin Andone,2018-2019,2018-12-26,Premier League,Matchweek 19,Home,D 1–1,Brighton,Arsenal
Florin Andone,2018-2019,2018-12-29,Premier League,Matchweek 20,Home,W 1–0,Brighton,Everton
Florin Andone,2018-2019,2019-01-02,Premier League,Matchweek 21,Away,D 2–2,Brighton,West Ham
Florin Andone,2018-2019,2019-01-05,FA Cup,Third round,Away,W 3–1,Brighton,Bournemouth
Serge Aurier,2018-2019,2018-08-27,Premier League,Matchweek 3,Away,W 3–0,Tottenham,Manchester Utd
Serge Aurier,2018-2019,2018-09-09,Africa Cup of Nations qualification,Group stage,Away,W 2–1,Côte d'Ivoire,Rwanda
Serge Aurier,2018-2019,2018-09-18,Champions Lg,Group stage,Away,L 1–2,Tottenham,Inter
Serge Aurier,2018-2019,2018-09-26,EFL Cup,Third round,Home,W 2 ,Tottenham,Watford
Serge Aurier,2018-2019,2018-10-12,Africa Cup of Nations qualification,Group stage,Home,W 4–0,Côte d'Ivoire,Central African Republic
Serge Aurier,2018-2019,2018-10-16,Africa Cup of Nations qualification,Group stage,Away,D 0–0,Côte d'Ivoire,Central African Republic
Serge Aurier,2018-2019,2018-10-31,EFL Cup,Fourth round,Away,W 3–1,Tottenham,West Ham
Serge Aurier,2018-2019,2018-11-06,Champions Lg,Group stage,Home,W 2–1,Tottenham,PSV Eindhoven
Serge Aurier,2018-2019,2018-11-10,Premier League,Matchweek 12,Away,W 1–0,Tottenham,Crystal Palace
Serge Aurier,2018-2019,2018-11-18,Africa Cup of Nations qualification,Group stage,Away,D 1–1,Côte d'Ivoire,Guinea
Serge Aurier,2018-2019,2018-11-24,Premier League,Matchweek 13,Home,W 3–1,Tottenham,Chelsea
Serge Aurier,2018-2019,2018-11-28,Champions Lg,Group stage,Home,W 1–0,Tottenham,Inter
Angeliño,2018-2019,2018-08-18,Dutch Eredivisie,Regular Season,Away,W 2–1,PSV Eindhoven,Fortuna Sittard
Angeliño,2018-2019,2018-08-21,Champions Lg,Play-off Round,Away,W 3–2,PSV Eindhoven,BATE Borisov
Angeliño,2018-2019,2018-08-25,Dutch Eredivisie,Regular Season,Away,W 2–1,PSV Eindhoven,Zwolle
Angeliño,2018-2019,2018-08-29,Champions Lg,Play-off Round,Home,W 3–0,PSV Eindhoven,BATE Borisov
Angeliño,2018-2019,2018-09-01,Dutch Eredivisie,Regular Season,Home,W 6–1,PSV Eindhoven,Willem II
Angeliño,2018-2019,2018-09-15,Dutch Eredivisie,Regular Season,Away,W 7–0,PSV Eindhoven,ADO Den Haag
Angeliño,2018-2019,2018-09-18,Champions Lg,Group stage,Away,L 0–4,PSV Eindhoven,Barcelona
Angeliño,2018-2019,2018-09-23,Dutch Eredivisie,Regular Season,Home,W 3–0,PSV Eindhoven,Ajax
Angeliño,2018-2019,2018-09-29,Dutch Eredivisie,Regular Season,Away,W 2–0,PSV Eindhoven,NAC Breda
Angeliño,2018-2019,2018-10-03,Champions Lg,Group stage,Home,L 1–2,PSV Eindhoven,Inter
Angeliño,2018-2019,2018-10-06,Dutch Eredivisie,Regular Season,Home,W 4–0,PSV Eindhoven,VVV-Venlo
Ibrahim Amadou,2019-2020,2019-08-27,EFL Cup,Second round,Away,L 0–1,Norwich City,Crawley Town
Tom Davies,2018-2019,2018-08-18,Premier League,Matchweek 2,Home,W 2–1,Everton,Southampton
Ibrahim Amadou,2018-2019,2018-08-09,Europa Lg,Third qualifying round,Home,W 1–0,Sevilla,Žalgiris
Tom Davies,2019-2020,2019-08-10,Premier League,Matchweek 1,Away,D 0–0,Everton,Crystal Palace
César Azpilicueta,2017-2018,2017-11-22,Champions Lg,Group stage,Away,W 4–0,Chelsea,Qarabağ FK
César Azpilicueta,2017-2018,2017-11-25,Premier League,Matchweek 13,Away,D 1–1,Chelsea,Liverpool
César Azpilicueta,2017-2018,2017-12-02,Premier League,Matchweek 15,Home,W 3–1,Chelsea,Newcastle Utd
César Azpilicueta,2017-2018,2017-12-05,Champions Lg,Group stage,Home,D 1–1,Chelsea,Atlético Madrid
César Azpilicueta,2017-2018,2017-12-09,Premier League,Matchweek 16,Away,L 0–1,Chelsea,West Ham
César Azpilicueta,2017-2018,2017-12-12,Premier League,Matchweek 17,Away,W 3–1,Chelsea,Huddersfield
César Azpilicueta,2017-2018,2017-12-16,Premier League,Matchweek 18,Home,W 1–0,Chelsea,Southampton
César Azpilicueta,2017-2018,2017-12-23,Premier League,Matchweek 19,Away,D 0–0,Chelsea,Everton
César Azpilicueta,2017-2018,2017-12-26,Premier League,Matchweek 20,Home,W 2–0,Chelsea,Brighton
César Azpilicueta,2017-2018,2017-12-30,Premier League,Matchweek 21,Home,W 5–0,Chelsea,Stoke City
César Azpilicueta,2017-2018,2018-01-03,Premier League,Matchweek 22,Away,D 2–2,Chelsea,Arsenal
César Azpilicueta,2017-2018,2018-01-10,EFL Cup,Semi-finals,Home,D 0–0,Chelsea,Arsenal
Felipe Anderson,2019-2020,2020-06-20,Premier League,Matchweek 30,Home,L 0–2,West Ham,Wolves
Florin Andone,2019-2020,2019-08-17,Premier League,Matchweek 2,Home,D 1–1,Brighton,West Ham
Florin Andone,2019-2020,2019-08-24,Premier League,Matchweek 3,Home,L 0–2,Brighton,Southampton
Florin Andone,2019-2020,2019-09-05,Euro Qualifying,Group stage,Home,L 1–2,Romania,Spain
Florin Andone,2019-2020,2019-09-08,Euro Qualifying,Group stage,Home,W 1–0,Romania,Malta
Florin Andone,2019-2020,2019-09-22,Süper Lig,Matchweek 5,Away,D 1–1,Galatasaray,Yeni Mal'spor
Florin Andone,2019-2020,2019-10-01,Champions Lg,Group stage,Home,L 0–1,Galatasaray,Paris S-G
Florin Andone,2019-2020,2019-10-05,Süper Lig,Matchweek 7,Away,D 0–0,Galatasaray,Gençlerbirliği
Florin Andone,2019-2020,2019-10-12,Euro Qualifying,Group stage,Away,W 3–0,Romania,Faroe Islands
Florin Andone,2019-2020,2019-10-15,Euro Qualifying,Group stage,Home,D 1–1,Romania,Norway
Florin Andone,2019-2020,2019-10-18,Süper Lig,Matchweek 8,Home,W 3–2,Galatasaray,Sivasspor
Florin Andone,2019-2020,2019-10-22,Champions Lg,Group stage,Home,L 0–1,Galatasaray,Real Madrid
Florin Andone,2019-2020,2019-10-27,Süper Lig,Matchweek 9,Away,L 0–1,Galatasaray,Beşiktaş
Florin Andone,2019-2020,2019-11-01,Süper Lig,Matchweek 10,Home,W 2–0,Galatasaray,Rizespor
Michail Antonio,2019-2020,2019-08-17,Premier League,Matchweek 2,Away,D 1–1,West Ham,Brighton
Michail Antonio,2019-2020,2019-08-24,Premier League,Matchweek 3,Away,W 3–1,West Ham,Watford
Michail Antonio,2019-2020,2019-08-27,EFL Cup,Second round,Away,W 2–0,West Ham,Newport County
Michail Antonio,2019-2020,2019-11-23,Premier League,Matchweek 13,Home,L 2–3,West Ham,Tottenham
Michail Antonio,2019-2020,2019-11-30,Premier League,Matchweek 14,Away,W 1–0,West Ham,Chelsea
Michail Antonio,2019-2020,2019-12-09,Premier League,Matchweek 16,Home,L 1–3,West Ham,Arsenal
Michail Antonio,2019-2020,2019-12-14,Premier League,Matchweek 17,Away,W 1–0,West Ham,Southampton
Michail Antonio,2019-2020,2019-12-26,Premier League,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace
Michail Antonio,2019-2020,2019-12-28,Premier League,Matchweek 20,Home,L 1–2,West Ham,Leicester City
Michail Antonio,2019-2020,2020-01-22,Premier League,Matchweek 24,Away,L 1–4,West Ham,Leicester City
Michail Antonio,2019-2020,2020-01-25,FA Cup,Fourth round,Home,L 0–1,West Ham,West Brom
Michail Antonio,2019-2020,2020-02-01,Premier League,Matchweek 25,Home,D 3–3,West Ham,Brighton
Michail Antonio,2019-2020,2020-02-19,Premier League,Matchweek 26,Away,L 0–2,West Ham,Manchester City
Michail Antonio,2019-2020,2020-02-24,Premier League,Matchweek 27,Away,L 2–3,West Ham,Liverpool
Michail Antonio,2019-2020,2020-02-29,Premier League,Matchweek 28,Home,W 3–1,West Ham,Southampton
Angeliño,2019-2020,2019-09-21,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford
Angeliño,2019-2020,2019-09-24,EFL Cup,Third round,Away,W 3–0,Manchester City,Preston
Angeliño,2019-2020,2019-10-26,Premier League,Matchweek 10,Home,W 3–0,Manchester City,Aston Villa
Angeliño,2019-2020,2019-10-29,EFL Cup,Fourth round,Home,W 3–1,Manchester City,Southampton
Angeliño,2019-2020,2019-11-02,Premier League,Matchweek 11,Home,W 2–1,Manchester City,Southampton
Angeliño,2019-2020,2019-11-10,Premier League,Matchweek 12,Away,L 1–3,Manchester City,Liverpool
Angeliño,2019-2020,2019-11-26,Champions Lg,Group stage,Home,D 1–1,Manchester City,Shakhtar
Angeliño,2019-2020,2019-12-03,Premier League,Matchweek 15,Away,W 4–1,Manchester City,Burnley
Angeliño,2019-2020,2019-12-07,Premier League,Matchweek 16,Home,L 1–2,Manchester City,Manchester Utd
Angeliño,2019-2020,2019-12-18,EFL Cup,Quarter-finals,Away,W 3–1,Manchester City,Oxford United
Angeliño,2019-2020,2020-01-04,FA Cup,Third round,Home,W 4–1,Manchester City,Port Vale
Angeliño,2019-2020,2020-01-26,FA Cup,Fourth round,Home,W 4–0,Manchester City,Fulham
Angeliño,2019-2020,2020-02-04,DFB-Pokal,Round of 16,Away,L 1–3,RB Leipzig,Eint Frankfurt
Angeliño,2019-2020,2020-02-09,Bundesliga,Matchweek 21,Away,D 0–0,RB Leipzig,Bayern Munich
Angeliño,2019-2020,2020-02-15,Bundesliga,Matchweek 22,Home,W 3–0,RB Leipzig,Werder Bremen
Felipe Anderson,2018-2019,2019-01-12,Premier League,Matchweek 22,Home,W 1–0,West Ham,Arsenal
Felipe Anderson,2018-2019,2019-01-19,Premier League,Matchweek 23,Away,L 0–2,West Ham,Bournemouth
Felipe Anderson,2018-2019,2019-01-26,FA Cup,Fourth round,Away,L 2–4,West Ham,AFC Wimbledon
Felipe Anderson,2018-2019,2019-01-29,Premier League,Matchweek 24,Away,L 0–3,West Ham,Wolves
Felipe Anderson,2018-2019,2019-02-04,Premier League,Matchweek 25,Home,D 1–1,West Ham,Liverpool
Felipe Anderson,2018-2019,2019-02-09,Premier League,Matchweek 26,Away,D 1–1,West Ham,Crystal Palace
Felipe Anderson,2018-2019,2019-02-22,Premier League,Matchweek 27,Home,W 3–1,West Ham,Fulham
Felipe Anderson,2018-2019,2019-02-27,Premier League,Matchweek 28,Away,L 0–1,West Ham,Manchester City
Felipe Anderson,2018-2019,2019-03-02,Premier League,Matchweek 29,Home,W 2–0,West Ham,Newcastle Utd
Felipe Anderson,2018-2019,2019-03-09,Premier League,Matchweek 30,Away,L 0–2,West Ham,Cardiff City
Felipe Anderson,2018-2019,2019-03-16,Premier League,Matchweek 31,Home,W 4–3,West Ham,Huddersfield
Felipe Anderson,2018-2019,2019-03-23,Friendlies (M),Friendlies (M),Neutral,D 1–1,Brazil,Panama
Felipe Anderson,2018-2019,2019-04-08,Premier League,Matchweek 33,Away,L 0–2,West Ham,Chelsea
Felipe Anderson,2018-2019,2019-04-13,Premier League,Matchweek 34,Away,L 1–2,West Ham,Manchester Utd
Serge Aurier,2019-2020,2019-09-10,Friendlies (M),Friendlies (M),Away,W 2–1,Côte d'Ivoire,Tunisia
Serge Aurier,2019-2020,2019-09-14,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace
Serge Aurier,2019-2020,2019-09-21,Premier League,Matchweek 6,Away,L 1–2,Tottenham,Leicester City
Serge Aurier,2019-2020,2019-09-28,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton
Serge Aurier,2019-2020,2019-10-01,Champions Lg,Group stage,Home,L 2–7,Tottenham,Bayern Munich
Serge Aurier,2019-2020,2019-10-13,Friendlies (M),Friendlies (M),Home,W 3–1,Côte d'Ivoire,Congo DR
Serge Aurier,2019-2020,2019-10-19,Premier League,Matchweek 9,Home,D 1–1,Tottenham,Watford
Serge Aurier,2019-2020,2019-10-22,Champions Lg,Group stage,Home,W 5–0,Tottenham,Red Star
Serge Aurier,2019-2020,2019-10-27,Premier League,Matchweek 10,Away,L 1–2,Tottenham,Liverpool
Serge Aurier,2019-2020,2019-11-03,Premier League,Matchweek 11,Away,D 1–1,Tottenham,Everton
Serge Aurier,2019-2020,2019-11-09,Premier League,Matchweek 12,Home,D 1–1,Tottenham,Sheffield Utd
Serge Aurier,2019-2020,2019-11-16,Africa Cup of Nations qualification,Group stage,Home,W 1–0,Côte d'Ivoire,Niger
César Azpilicueta,2019-2020,2020-01-01,Premier League,Matchweek 21,Away,D 1–1,Chelsea,Brighton
César Azpilicueta,2019-2020,2020-01-11,Premier League,Matchweek 22,Home,W 3–0,Chelsea,Burnley
César Azpilicueta,2019-2020,2020-01-18,Premier League,Matchweek 23,Away,L 0–1,Chelsea,Newcastle Utd
César Azpilicueta,2019-2020,2020-01-21,Premier League,Matchweek 24,Home,D 2–2,Chelsea,Arsenal
César Azpilicueta,2019-2020,2020-01-25,FA Cup,Fourth round,Away,W 2–1,Chelsea,Hull City
César Azpilicueta,2019-2020,2020-02-01,Premier League,Matchweek 25,Away,D 2–2,Chelsea,Leicester City
César Azpilicueta,2019-2020,2020-02-17,Premier League,Matchweek 26,Home,L 0–2,Chelsea,Manchester Utd
César Azpilicueta,2019-2020,2020-02-22,Premier League,Matchweek 27,Home,W 2–1,Chelsea,Tottenham
César Azpilicueta,2019-2020,2020-02-25,Champions Lg,Round of 16,Home,L 0–3,Chelsea,Bayern Munich
César Azpilicueta,2019-2020,2020-02-29,Premier League,Matchweek 28,Away,D 2–2,Chelsea,Bournemouth
César Azpilicueta,2019-2020,2020-03-03,FA Cup,Fifth round,Home,W 2–0,Chelsea,Liverpool
César Azpilicueta,2019-2020,2020-03-08,Premier League,Matchweek 29,Home,W 4–0,Chelsea,Everton
Felipe Anderson,2017-2018,2018-04-12,Europa Lg,Quarter-finals,Away,L 1–4,Lazio,RB Salzburg
Felipe Anderson,2017-2018,2018-04-15,Serie A,Matchweek 32,Home,D 0–0,Lazio,Roma
Felipe Anderson,2017-2018,2018-04-18,Serie A,Matchweek 33,Away,W 4–3,Lazio,Fiorentina
Felipe Anderson,2017-2018,2018-04-22,Serie A,Matchweek 34,Home,W 4–0,Lazio,Sampdoria
Felipe Anderson,2017-2018,2018-05-06,Serie A,Matchweek 36,Home,D 1–1,Lazio,Atalanta
Felipe Anderson,2017-2018,2018-05-13,Serie A,Matchweek 37,Away,D 2–2,Lazio,Crotone
Felipe Anderson,2017-2018,2018-05-20,Serie A,Matchweek 38,Home,L 2–3,Lazio,Inter
Jordan Ayew,2017-2018,2017-10-28,Premier League,Matchweek 10,Away,L 1–2,Swansea City,Arsenal
Jordan Ayew,2017-2018,2017-11-04,Premier League,Matchweek 11,Home,L 0–1,Swansea City,Brighton
Jordan Ayew,2017-2018,2017-11-18,Premier League,Matchweek 12,Away,L 0–2,Swansea City,Burnley
Jordan Ayew,2017-2018,2017-11-25,Premier League,Matchweek 13,Home,D 0–0,Swansea City,Bournemouth
Jordan Ayew,2017-2018,2017-11-29,Premier League,Matchweek 14,Away,L 0–1,Swansea City,Chelsea
Jordan Ayew,2017-2018,2017-12-02,Premier League,Matchweek 15,Away,L 1–2,Swansea City,Stoke City
Jordan Ayew,2017-2018,2017-12-09,Premier League,Matchweek 16,Home,W 1–0,Swansea City,West Brom
Jordan Ayew,2017-2018,2017-12-13,Premier League,Matchweek 17,Home,L 0–4,Swansea City,Manchester City
Jordan Ayew,2017-2018,2017-12-18,Premier League,Matchweek 18,Away,L 1–3,Swansea City,Everton
Jordan Ayew,2017-2018,2017-12-23,Premier League,Matchweek 19,Home,D 1–1,Swansea City,Crystal Palace
Jordan Ayew,2017-2018,2017-12-26,Premier League,Matchweek 20,Away,L 0–5,Swansea City,Liverpool
Jordan Ayew,2017-2018,2017-12-30,Premier League,Matchweek 21,Away,W 2–1,Swansea City,Watford
César Azpilicueta,2018-2019,2018-10-28,Premier League,Matchweek 10,Away,W 4–0,Chelsea,Burnley
César Azpilicueta,2018-2019,2018-10-31,EFL Cup,Fourth round,Home,W 3–2,Chelsea,Derby County
César Azpilicueta,2018-2019,2018-11-04,Premier League,Matchweek 11,Home,W 3–1,Chelsea,Crystal Palace
César Azpilicueta,2018-2019,2018-11-11,Premier League,Matchweek 12,Home,D 0–0,Chelsea,Everton
César Azpilicueta,2018-2019,2018-11-18,Friendlies (M),Friendlies (M),Home,W 1–0,Spain,Bosnia and Herzegovina
César Azpilicueta,2018-2019,2018-11-24,Premier League,Matchweek 13,Away,L 1–3,Chelsea,Tottenham
César Azpilicueta,2018-2019,2018-12-02,Premier League,Matchweek 14,Home,W 2–0,Chelsea,Fulham
César Azpilicueta,2018-2019,2018-12-05,Premier League,Matchweek 15,Away,L 1–2,Chelsea,Wolves
César Azpilicueta,2018-2019,2018-12-08,Premier League,Matchweek 16,Home,W 2–0,Chelsea,Manchester City
César Azpilicueta,2018-2019,2018-12-16,Premier League,Matchweek 17,Away,W 2–1,Chelsea,Brighton
César Azpilicueta,2018-2019,2018-12-19,EFL Cup,Quarter-finals,Home,W 1–0,Chelsea,Bournemouth
César Azpilicueta,2018-2019,2018-12-22,Premier League,Matchweek 18,Home,L 0–1,Chelsea,Leicester City
Florin Andone,2018-2019,2019-01-12,Premier League,Matchweek 22,Home,L 0–1,Brighton,Liverpool
Florin Andone,2018-2019,2019-01-19,Premier League,Matchweek 23,Away,L 1–2,Brighton,Manchester Utd
Florin Andone,2018-2019,2019-01-26,FA Cup,Fourth round,Home,D 0–0,Brighton,West Brom
Florin Andone,2018-2019,2019-01-29,Premier League,Matchweek 24,Away,L 2–4,Brighton,Fulham
Florin Andone,2018-2019,2019-02-02,Premier League,Matchweek 25,Home,D 0–0,Brighton,Watford
Florin Andone,2018-2019,2019-02-06,FA Cup,Fourth round,Away,W 3–1,Brighton,West Brom
Florin Andone,2018-2019,2019-03-02,Premier League,Matchweek 29,Home,W 1–0,Brighton,Huddersfield
Florin Andone,2018-2019,2019-04-03,Premier League,Matchweek 27,Away,L 0–3,Brighton,Chelsea
Florin Andone,2018-2019,2019-04-06,FA Cup,Semi-finals,Away,L 0–1,Brighton,Manchester City
Florin Andone,2018-2019,2019-04-13,Premier League,Matchweek 34,Home,L 0–5,Brighton,Bournemouth
Florin Andone,2018-2019,2019-04-16,Premier League,Matchweek 31,Home,L 0–2,Brighton,Cardiff City
Florin Andone,2018-2019,2019-04-23,Premier League,Matchweek 33,Away,L 0–1,Brighton,Tottenham
Florin Andone,2018-2019,2019-04-27,Premier League,Matchweek 36,Home,D 1–1,Brighton,Newcastle Utd
Florin Andone,2018-2019,2019-05-05,Premier League,Matchweek 37,Away,D 1–1,Brighton,Arsenal
Serge Aurier,2018-2019,2018-12-02,Premier League,Matchweek 14,Away,L 2–4,Tottenham,Arsenal
Serge Aurier,2018-2019,2018-12-08,Premier League,Matchweek 16,Away,W 2–0,Tottenham,Leicester City
